entity	type	rank_sampling	rank_passive	rank_diff	upgrade_score
Apocalypse_Now	wikicat_Vietnam_War_films	56	12	44	3.6666666666666665
Daisuke_Matsui	wikicat_PFC_Levski_Sofia_players	14	3	11	3.6666666666666665
Alex_Mineiro	wikicat_Esporte_Clube_Vitória_players	42	9	33	3.6666666666666665
Hameur_Bouazza	wikicat_Fulham_F.C._players	162	35	127	3.6285714285714286
Gary_Barlow	wikicat_English_keyboardists	37	8	29	3.625
Zeeland	wikicat_Provinces_of_the_Netherlands	37	8	29	3.625
Julio_César_Uribe	wikicat_1987_Copa_América_players	189	41	148	3.6097560975609757
Peter_Debye	wikicat_People_from_Maastricht	4265	927	3338	3.6008629989212513
Nicolae_Iorga	wikicat_Romanian_orientalists	55	12	43	3.5833333333333335
Jerusalem	wikicat_Populated_places_in_the_West_Bank	32	7	25	3.5714285714285716
Piers_Anthony	wikicat_Science_fiction_fans	32	7	25	3.5714285714285716
Bob_Hope	wikicat_American_dancers	347	76	271	3.5657894736842106
Arezzo	wikicat_Cities_and_towns_in_Tuscany	73	16	57	3.5625
Kota_Bharu	wordnet_administrative_district_108491826	1734	382	1352	3.5392670157068062
Santos,_São_Paulo	wikicat_Populated_coastal_places_in_São_Paulo_(state)	59	13	46	3.5384615384615383
William_Thomson,_1st_Baron_Kelvin	wikicat_19th-century_physicists	438	97	341	3.515463917525773
David_Seaman	wikicat_Arsenal_F.C._players	9	2	7	3.5
Kathy_Bates	wikicat_21st-century_actresses	9	2	7	3.5
Nélson_Marcos	wikicat_Expatriate_footballers_in_Italy	36	8	28	3.5
Lee_Hyung-sang	wikicat_HNK_Šibenik_players	9	2	7	3.5
Östergötland	wikicat_Provinces_of_Sweden	7114	1588	5526	3.4798488664987404
Jersey_City,_New_Jersey	wikicat_Populated_places_on_the_Underground_Railroad	206	46	160	3.4782608695652173
Anand_Raj_Anand	wordnet_artist_109812338	58	13	45	3.4615384615384617
Calgary_Boomers	wikicat_Defunct_association_football_clubs	578	130	448	3.4461538461538463
Detroit_Safari	wikicat_Continental_Indoor_Soccer_League_teams	40	9	31	3.4444444444444446
Alex_Bruce_(footballer,_born_1984)	wikicat_People_from_Norwich	713	161	552	3.4285714285714284
Dário_Monteiro	wikicat_Expatriate_footballers_in_Brazil	628	142	486	3.4225352112676055
Arne_Friedrich	wikicat_Germany_B_international_footballers	150	34	116	3.411764705882353
Gustavo_Biscayzacú	wikicat_National_Soccer_League_(Australia)_players	185	42	143	3.4047619047619047
Murat_Ocak	wikicat_Karşıyaka_S.K._footballers	1006	229	777	3.393013100436681
Port_Moresby	wikicat_Populated_places_established_in_1873	6061	1382	4679	3.385672937771346
Lisa_De_Vanna	wikicat_Expatriate_footballers_in_Sweden	241	55	186	3.381818181818182
Club_Universidad_Nacional	wordnet_club_108227214	61	14	47	3.357142857142857
Jay_Mohr	wikicat_Living_people	26	6	20	3.3333333333333335
Jordi_Gómez	wikicat_Sunderland_A.F.C._players	201	47	154	3.276595744680851
Alfred_North_Whitehead	wikicat_Academics_of_Imperial_College_London	192	45	147	3.2666666666666666
Martin_Luther_King,_Jr.	wikicat_International_opponents_of_apartheid_in_South_Africa	285	67	218	3.253731343283582
Sani_Kaita	wikicat_Iraklis_Thessaloniki_F.C._players	17	4	13	3.25
Buckethead	wikicat_Musicians_from_California	51	12	39	3.25
Ivory_Coast_national_football_team	wordnet_football_team_108080025	208	49	159	3.2448979591836733
Meryl_Streep	wikicat_American_people_of_Swiss_descent	3276	772	2504	3.243523316062176
Louis_XV_of_France	wikicat_People_from_Paris	220	52	168	3.230769230769231
Winnipeg_Jets	wikicat_Sports_clubs_established_in_1999	55	13	42	3.230769230769231
Newport,_Wales	wikicat_Populated_coastal_places_in_Wales	21	5	16	3.2
John_Cleese	wikicat_British_television_actors	126	30	96	3.2
Eduardo_Ratinho	wikicat_Toulouse_FC_players	5073	1210	3863	3.1925619834710743
Mauro_Sérgio_Viriato_Mendes	wikicat_Santos_Futebol_Clube_players	25	6	19	3.1666666666666665
David_Hume	wikicat_Atheist_philosophers	58	14	44	3.142857142857143
Siyabonga_Nomvethe	wikicat_People_from_Durban	1417	343	1074	3.131195335276968
Club_Atlético_Platense	wordnet_club_108227214	66	16	50	3.125
Cagliari	wikicat_Populated_places_established_in_the_7th_century_BC	33	8	25	3.125
William_Thomson,_1st_Baron_Kelvin	wikicat_British_scientists	202	49	153	3.122448979591837
Vladan_Milovanović	wikicat_SC_Austria_Lustenau_players	828	201	627	3.1194029850746268
FC_Volochanin-Ratmir_Vyshny_Volochyok	wikicat_Association_football_clubs_established_in_1989	1082	263	819	3.1140684410646386
Terry_Boyle	wikicat_Cardiff_City_F.C._players	49	12	37	3.0833333333333335
John_Stuart_Mill	wikicat_Atheist_feminists	3697	911	2786	3.058177826564215
Ilian_Iliev	wikicat_Bursaspor_footballers	81	20	61	3.05
Buenos_Aires	wikicat_Populated_places_established_in_1580	12684	3169	9515	3.0025244556642474
Freeman_Dyson	wikicat_English_emigrants_to_the_United_States	12	3	9	3.0
Deportivo_Saprissa	wordnet_club_108227214	8	2	6	3.0
CD_Atlético_Baleares	wordnet_club_108227214	12	3	9	3.0
Palo_Alto,_California	wikicat_Cities_in_Santa_Clara_County,_California	8	2	6	3.0
Fritz_Lang	wikicat_English-language_film_directors	8	2	6	3.0
Florence	wikicat_World_Heritage_Sites_in_Italy	8	2	6	3.0
Colin_Firth	wikicat_Living_people	4	1	3	3.0
Tomislav_Bušić	wikicat_Expatriate_footballers_in_Israel	12	3	9	3.0
Jari_Litmanen	wikicat_La_Liga_footballers	4	1	3	3.0
Darren_Mansaram	wikicat_English_footballers	4	1	3	3.0
SC_Verl	wikicat_Football_clubs_in_North_Rhine-Westphalia	4	1	3	3.0
Boston_Breakers	wikicat_Massachusetts_soccer_clubs	4	1	3	3.0
Oracle_Corporation	wikicat_Publicly_traded_companies_of_the_United_States	4	1	3	3.0
FC_Progresul_București	wordnet_club_108227214	4	1	3	3.0
West_Oxfordshire	wikicat_Local_government_districts_of_South_East_England	4	1	3	3.0
Virtus_Entella	wikicat_Lega_Pro_Seconda_Divisione_clubs	4	1	3	3.0
Dave_Mitchell_(footballer)	wikicat_Australian_soccer_players	4	1	3	3.0
Luxembourg_(city)	wikicat_Towns_in_Luxembourg	4	1	3	3.0
Maxime_Josse	wikicat_France_under-21_international_footballers	8	2	6	3.0
Berkeley,_California	wordnet_administrative_district_108491826	4	1	3	3.0
Valencia	wikicat_World_Heritage_Sites_in_Spain	4	1	3	3.0
Polonia_Warsaw	wordnet_club_108227214	4	1	3	3.0
Tamia	wikicat_Women	4	1	3	3.0
NK_GOŠK_Gabela	wordnet_club_108227214	4	1	3	3.0
François_Remetter	wikicat_French_footballers	8	2	6	3.0
Robert_Fogel	wordnet_economist_110043643	4	1	3	3.0
Daphne_du_Maurier	wikicat_English_writers	4	1	3	3.0
Narbonne	wikicat_Archaeological_sites_in_France	4	1	3	3.0
Philip_Pullman	wikicat_Guardian_Children's_Fiction_Prize_winners	643	162	481	2.9691358024691357
Guilherme_de_Cássio_Alves	wikicat_Segunda_División_footballers	71	18	53	2.9444444444444446
Valletta	wikicat_World_Heritage_Sites_in_Malta	8421	2139	6282	2.9368863955119213
Duchy_of_Styria	wikicat_Historical_subdivisions_of_the_Slovene_ethnic_territory	4316	1097	3219	2.93436645396536
Suat_Usta	wikicat_Antalyaspor_footballers	235	60	175	2.9166666666666665
Friedrich_Hayek	wikicat_People_associated_with_the_London_School_of_Economics	184	47	137	2.9148936170212765
Dietmar_Hamann	wikicat_1998_FIFA_World_Cup_players	70	18	52	2.888888888888889
Yaoundé	wikicat_Capitals_in_Africa	31	8	23	2.875
Janet_Frame	wikicat_New_Zealand_short_story_writers	267	69	198	2.869565217391304
Inverell	wordnet_site_108651247	27	7	20	2.857142857142857
Dynamo_Dresden	wikicat_Association_football_clubs_established_in_1953	894	233	661	2.836909871244635
Jacques_Chirac	wikicat_Anti–death_penalty_activists	46	12	34	2.8333333333333335
Jim_Clark_(film_editor)	wikicat_British_film_editors	84	22	62	2.8181818181818183
Lenin_Prize	wikicat_Literary_awards	439	115	324	2.8173913043478263
Nathan_Abbey	wikicat_Boston_United_F.C._players	61	16	45	2.8125
Pasadena,_California	wikicat_Populated_places_established_in_1874	297	78	219	2.8076923076923075
André_Weil	wikicat_Lycée_Saint-Louis_alumni	38	10	28	2.8
Haugesund	wikicat_Populated_coastal_places_in_Norway	19	5	14	2.8
OFK_Beograd	wikicat_Football_clubs_in_Yugoslavia	38	10	28	2.8
Gabriel_Enrique_Gómez	wikicat_Junior_F.C._footballers	91	24	67	2.7916666666666665
Exeter,_New_Hampshire	wikicat_Towns_in_New_Hampshire	16045	4252	11793	2.7735183443085605
Amherst_College	wikicat_Educational_institutions_established_in_1821	1602	426	1176	2.76056338028169
Steve_Croudson	wikicat_Rhyl_F.C._players	1333	355	978	2.7549295774647886
Almería_Airport	wordnet_airport_102692232	15	4	11	2.75
Tazewell_County,_Virginia	wikicat_Virginia_counties	277	74	203	2.7432432432432434
Aurelio_Vidmar	wikicat_2001_FIFA_Confederations_Cup_players	82	22	60	2.727272727272727
Carl_Tiler	wikicat_Aston_Villa_F.C._players	119	32	87	2.71875
Steven_Caldwell	wikicat_Toronto_FC_players	550	148	402	2.7162162162162162
André_Oliveira_de_Lima	wikicat_2._Bundesliga_players	26	7	19	2.7142857142857144
José_Augusto_Freitas_Sousa	wikicat_Paysandu_Sport_Club_players	59	16	43	2.6875
Nikita_Rukavytsya	wikicat_Ukrainian_people	3217	873	2344	2.6849942726231384
Franco_Da_Dalt	wikicat_A.S._Varese_1910_players	125	34	91	2.676470588235294
Benoit_Mandelbrot	wikicat_Harvard_University_people	10207	2780	7427	2.67158273381295
Craig_Beattie	wikicat_Celtic_F.C._players	22	6	16	2.6666666666666665
Paulette_Goddard	wikicat_Actors_from_New_York_City	22	6	16	2.6666666666666665
Roy_Scheider	wikicat_21st-century_American_male_actors	11	3	8	2.6666666666666665
Garry_Thompson_(footballer_born_1959)	wikicat_Sheffield_Wednesday_F.C._players	33	9	24	2.6666666666666665
Inverness	wordnet_site_108651247	44	12	32	2.6666666666666665
Julian_Alsop	wikicat_Newport_County_A.F.C._players	22	6	16	2.6666666666666665
Ian_McLagan	wikicat_Rock_keyboardists	11	3	8	2.6666666666666665
Roger_Hodgson	wikicat_British_composers	11	3	8	2.6666666666666665
Kid_Rock	wikicat_21st-century_American_musicians	466	128	338	2.640625
David_Seaman	wikicat_1998_FIFA_World_Cup_players	80	22	58	2.6363636363636362
Roger_Milla	wikicat_1994_FIFA_World_Cup_players	69	19	50	2.6315789473684212
G._K._Chesterton	wikicat_Alumni_of_University_College_London	1517	418	1099	2.6291866028708135
Henry_Fonda	wikicat_Male_actors_from_Omaha,_Nebraska	94	26	68	2.6153846153846154
Ipswich_Town_F.C.	wikicat_Football_League_Championship_clubs	18	5	13	2.6
Rudolf_Peierls	wikicat_Lorentz_Medal_winners	36	10	26	2.6
Apocalypse_Now	wikicat_Films_based_on_works_by_Joseph_Conrad	36	10	26	2.6
Delron_Buckley	wikicat_Borussia_Dortmund_players	36	10	26	2.6
Jørgen_Kristensen	wikicat_Calgary_Boomers_players	196	55	141	2.5636363636363635
C.F._Monterrey	wikicat_Association_football_clubs_established_in_1945	4260	1196	3064	2.5618729096989967
Kuala_Lumpur	wordnet_administrative_district_108491826	39	11	28	2.5454545454545454
John_Cassavetes	wikicat_American_film_editors	131	37	94	2.5405405405405403
Warri	wordnet_administrative_district_108491826	14	4	10	2.5
Sežana	wordnet_administrative_district_108491826	14	4	10	2.5
French_Algeria	wordnet_country_108544813	14	4	10	2.5
Jeff_Minton	wikicat_Welling_United_F.C._players	420	120	300	2.5
Mario_Bolatti	wikicat_Expatriate_footballers_in_Italy	7	2	5	2.5
Sociedade_Esportiva_do_Gama	wikicat_Football_clubs_in_Brazil	7	2	5	2.5
Avignon	wikicat_Prefectures_in_France	7	2	5	2.5
FK_Atlantas	wikicat_Football_clubs_in_the_Soviet_Union	7	2	5	2.5
Mojave_Desert	wikicat_Deserts_of_North_America	7	2	5	2.5
Bud_Molin	wordnet_person_100007846	7	2	5	2.5
Pierre_Pflimlin	wikicat_Government_ministers_of_France	14	4	10	2.5
Diego_Perrone	wikicat_Club_Nacional_de_Football_players	112	32	80	2.5
Marijan_Kovačević	wikicat_MSV_Duisburg_players	7	2	5	2.5
Ittihad_FC	wordnet_club_108227214	7	2	5	2.5
Béla_Sárosi	wikicat_Hungary_international_footballers	7	2	5	2.5
Nikica_Jelavić	wikicat_Austrian_Football_Bundesliga_players	7	2	5	2.5
Australian_Capital_Territory	wikicat_Capital_districts_and_territories	1106	317	789	2.4889589905362777
Galilee	wikicat_New_Testament_places	115	33	82	2.484848484848485
Atlético_Nacional	wikicat_Association_football_clubs_established_in_1947	643	185	458	2.4756756756756757
Charlie_Davies	wikicat_American_soccer_players	52	15	37	2.466666666666667
University_of_Königsberg	wikicat_Universities_and_colleges_in_the_Polish–Lithuanian_Commonwealth	15894	4586	11308	2.4657653728739644
Valentino_Lai	wikicat_Malmö_FF_players	83	24	59	2.4583333333333335
Goole_A.F.C.	wikicat_Northern_Premier_League_clubs	121	35	86	2.4571428571428573
Lulu_(singer)	wikicat_Scottish_television_actresses	38	11	27	2.4545454545454546
Ronald_Coase	wikicat_English_Nobel_laureates	169	49	120	2.4489795918367347
Portugal_national_football_team	wikicat_National_sports_teams_of_Portugal	31	9	22	2.4444444444444446
Michel_Debré	wikicat_French_people_of_the_Algerian_War	31	9	22	2.4444444444444446
Kylie_Minogue	wikicat_20th-century_actresses	62	18	44	2.4444444444444446
Viggo_Mortensen	wikicat_Canadian_emigrants_to_the_United_States	196	57	139	2.43859649122807
David_di_Donatello	wikicat_International_film_awards	110	32	78	2.4375
S.S._Lazio	wikicat_Association_football_clubs_established_in_1900	48	14	34	2.4285714285714284
Carlos_Alberto_de_Jesus	wikicat_Goiás_Esporte_Clube_players	48	14	34	2.4285714285714284
Raoul_Bott	wikicat_Hungarian_mathematicians	24	7	17	2.4285714285714284
Racing_de_Ferrol	wikicat_Football_clubs_in_Spain	192	56	136	2.4285714285714284
Christian_Alder	wikicat_VfR_Aalen_players	362	106	256	2.4150943396226414
Bnei_Yehuda_Tel_Aviv_F.C.	wikicat_Jewish_football_clubs	17	5	12	2.4
John_Farnham	wikicat_Australian_pop_singers	34	10	24	2.4
Rot-Weiss_Essen	wikicat_Association_football_clubs_established_in_1907	61	18	43	2.388888888888889
SC_Telstar	wordnet_club_108227214	71	21	50	2.380952380952381
Karachi	wikicat_Cities_of_Pakistan	27	8	19	2.375
Oscar_Dertycia	wikicat_Club_Atlético_Belgrano_footballers	37	11	26	2.3636363636363638
Hervé_de_Charette	wikicat_HEC_Paris_alumni	131	39	92	2.358974358974359
Mario_Puzo	wikicat_American_people_of_World_War_II	762	227	535	2.356828193832599
Rik_Mayall	wikicat_English_male_comedians	107	32	75	2.34375
Danny_Califf	wikicat_American_soccer_players	10	3	7	2.3333333333333335
Goiás_Esporte_Clube	wordnet_club_108227214	10	3	7	2.3333333333333335
Walsall_F.C.	wordnet_club_108227214	20	6	14	2.3333333333333335
Lester_James_Peries	wikicat_Living_people	10	3	7	2.3333333333333335
Swindon_Town_F.C.	wikicat_Football_clubs_in_England	10	3	7	2.3333333333333335
Georges_Bataille	wikicat_French_novelists	10	3	7	2.3333333333333335
MGM_Grand_Garden_Arena	wikicat_Entertainment_venues_in_the_United_States	40	12	28	2.3333333333333335
RBC_Roosendaal	wordnet_club_108227214	80	24	56	2.3333333333333335
Bartosz_Tarachulski	wikicat_Dunfermline_Athletic_F.C._players	1096	329	767	2.3313069908814588
Darren_Mansaram	wikicat_Worksop_Town_F.C._players	309	93	216	2.3225806451612905
Robin_Cook_(American_novelist)	wikicat_American_physicians	1284	387	897	2.317829457364341
Diagoras_F.C.	wikicat_Association_football_clubs_established_in_1905	1483	449	1034	2.3028953229398663
Adolf_Hitler	wikicat_German_painters	3098	939	2159	2.2992545260915866
Club_Sportivo_Cerrito	wikicat_Football_clubs_in_Uruguay	125	38	87	2.289473684210526
Craig_Armstrong_(footballer)	wikicat_Eastwood_Town_F.C._players	2028	617	1411	2.286871961102107
Ralph_Hasenhüttl	wikicat_FK_Austria_Wien_players	23	7	16	2.2857142857142856
Rouen	wikicat_Viking_Age_populated_places	10191	3106	7085	2.2810688989053447
Jim_Rodwell	wikicat_Sabah_FA_players	538	164	374	2.2804878048780486
Seïd_Khiter	wikicat_AC_Ajaccio_players	59	18	41	2.2777777777777777
Ernest_Orlando_Lawrence_Award	wikicat_Physics_awards	111	34	77	2.264705882352941
Columbia_Law_School	wikicat_Educational_institutions_established_in_1858	1930	593	1337	2.254637436762226
Kherson	wikicat_Populated_places_established_in_1778	13	4	9	2.25
Janez_Zavrl_(footballer)	wikicat_Expatriate_footballers_in_Norway	13	4	9	2.25
Jade_North	wikicat_Brisbane_Roar_FC_players	107	33	74	2.242424242424242
Strasbourg	wikicat_Populated_places_on_the_Rhine	132	41	91	2.2195121951219514
CFR_Cluj	wikicat_Association_football_clubs_established_in_1907	193	60	133	2.216666666666667
Michael_Thwaite	wikicat_Australian_expatriates_in_Romania	1454	453	1001	2.2097130242825607
Thessaloniki	wikicat_Port_cities	32	10	22	2.2
Konrad_Adenauer	wikicat_Grand_Officers_of_the_Order_of_Merit_of_the_Italian_Republic	51	16	35	2.1875
Albert_Einstein	wikicat_German_physicists	57	18	39	2.1666666666666665
The_Hague	wikicat_Port_cities_and_towns_of_the_North_Sea	76	24	52	2.1666666666666665
Edmund_Husserl	wikicat_People_condemned_by_Nazi_courts	117	37	80	2.1621621621621623
Nery_Castillo	wikicat_Mexican_footballers	66	21	45	2.142857142857143
Tours_FC	wikicat_Football_clubs_in_France	25	8	17	2.125
Robert_Lucas,_Jr.	wikicat_Presidents_of_the_Econometric_Society	81	26	55	2.1153846153846154
Wellington_Saints	wordnet_club_108227214	897	288	609	2.1145833333333335
Douglas_Engelbart	wikicat_People_from_Portland,_Oregon	358	115	243	2.1130434782608694
Michel_de_Montaigne	wikicat_French_abolitionists	2093	674	1419	2.105341246290801
Tiro_Federal	wikicat_Association_football_clubs_established_in_1905	59	19	40	2.1052631578947367
Atlético_Clube_Goianiense	wikicat_Association_football_clubs_established_in_1937	183	59	124	2.1016949152542375
John_Henry_Newman	wikicat_Converts_to_Roman_Catholicism_from_Anglicanism	16365	5292	11073	2.0924036281179137
Carlos_Pavón	wikicat_Udinese_Calcio_players	538	174	364	2.0919540229885056
El_Salvador	wikicat_States_and_territories_established_in_1842	2825	918	1907	2.077342047930283
Środa_Śląska_County	wikicat_Counties_of_Poland	46	15	31	2.066666666666667
Christopher_Guest	wikicat_English_television_writers	104	34	70	2.0588235294117645
Martin_Woods	wikicat_Scotland_under-21_international_footballers	55	18	37	2.0555555555555554
Aldous_Huxley	wikicat_British_essayists	64	21	43	2.0476190476190474
Gerry_Francis	wikicat_Exeter_City_F.C._players	70	23	47	2.0434782608695654
Cameroon_national_football_team	wordnet_football_team_108080025	286	94	192	2.0425531914893615
The_London_Studios	wordnet_building_102913152	103	34	69	2.0294117647058822
Jeonnam_Dragons	wikicat_K_League_clubs	1186	394	792	2.010152284263959
Georg_Wilhelm_Friedrich_Hegel	wikicat_Protestant_philosophers	3	1	2	2.0
Nikola_Karčev	wikicat_Association_football_defenders	12	4	8	2.0
Greater_St._Louis	wordnet_administrative_district_108491826	3	1	2	2.0
Kerrang!_Awards	wikicat_Music_awards	12	4	8	2.0
Dorival_Júnior	wikicat_Living_people	3	1	2	2.0
Beitar_Jerusalem_F.C.	wikicat_Football_clubs_in_Israel	3	1	2	2.0
Fleetwood_Town_F.C.	wordnet_club_108227214	3	1	2	2.0
Luciano_Henrique	wikicat_Santos_Futebol_Clube_players	12	4	8	2.0
St_Asaph	wikicat_Towns_in_Denbighshire	6	2	4	2.0
Eric_Idle	wikicat_British_artists	3	1	2	2.0
Vladivostok	wikicat_Port_cities_and_towns_in_Russia	3	1	2	2.0
Mounir_El_Hamdaoui	wikicat_Serie_A_footballers	3	1	2	2.0
Léon_Brillouin	wikicat_French_people	3	1	2	2.0
Associação_Atlética_Internacional_(Limeira)	wikicat_Association_football_clubs_established_in_1913	3	1	2	2.0
Nawaz_Sharif	wikicat_Pakistani_people	6	2	4	2.0
Nobel_Prize_in_Physics	wikicat_Physics_awards	3	1	2	2.0
Amartya_Sen	wordnet_scientist_110560637	3	1	2	2.0
Greifswald	wikicat_Port_cities	9	3	6	2.0
Poole	wikicat_Unitary_authority_districts_of_England	9	3	6	2.0
Donald_Davidson_(philosopher)	wikicat_American_philosophers	3	1	2	2.0
Lisbon_Region	wikicat_NUTS_2_statistical_regions_of_the_European_Union	6	2	4	2.0
John_Cleese	wikicat_British_film_actors	3	1	2	2.0
Netherlands	wikicat_Germanic_countries_and_territories	3	1	2	2.0
Vladimir_Vasilj	wikicat_NK_Varaždin_players	9	3	6	2.0
SC_Kriens	wordnet_club_108227214	9	3	6	2.0
Virginia_Commonwealth_University	wikicat_Public_universities	3	1	2	2.0
George_W._Bush	wikicat_American_people_of_Scottish_descent	3	1	2	2.0
Émile_Durkheim	wikicat_French_philosophers	3	1	2	2.0
Alan_Heim	wikicat_Living_people	9	3	6	2.0
Nick_Wright_(footballer_born_1987)	wikicat_Lincoln_City_F.C._players	3	1	2	2.0
Moldova	wikicat_Russian-speaking_countries_and_territories	3	1	2	2.0
José_Luis_Garcés	wikicat_San_Francisco_F.C._footballers	3	1	2	2.0
Harrison_Omoko	wikicat_FC_Arsenal_Kyiv_players	3	1	2	2.0
