Dennis_Cagara	wikicat_Brøndby_IF_players
Tony_Franken	wikicat_National_Soccer_League_(Australia)_players
British_Columbia_New_Democratic_Party	wikicat_Political_parties_established_in_1933
Henri_Sillanpää	wikicat_Living_people
Milwaukee_Wave	wikicat_National_Professional_Soccer_League_(1984–2001)_teams
Osamu_Tezuka	wikicat_Short_film_directors
Democratic_Republic_of_the_Congo	wikicat_Member_states_of_the_United_Nations
VSI_Tampa_Bay_FC	wikicat_Soccer_clubs_in_Tampa,_Florida
Larry_David	wikicat_American_television_writers
Martin_Rees,_Baron_Rees_of_Ludlow	wikicat_21st-century_astronomers
Grammy_Lifetime_Achievement_Award	wikicat_Jazz_awards
Dorinel_Munteanu	wikicat_FC_Vaslui_managers
Prince_Philip,_Duke_of_Edinburgh	wikicat_British_environmentalists
John_Cleese	wikicat_English_expatriates_in_the_United_States
Thomas_Kyparissis	wikicat_PAS_Giannina_players
Grzegorz_Szamotulski	wikicat_Poland_international_footballers
Honolulu	wikicat_Spa_towns
Sead_Ramović	wikicat_Süper_Lig_players
Sérgio_Organista	wikicat_Segunda_Divisão_players
Shepway	wikicat_Non-metropolitan_districts
Jeff_Whitley	wikicat_Northern_Ireland_international_footballers
Leonel_Rocco	wikicat_Independiente_Santa_Fe_footballers
Diana_Wynne_Jones	wikicat_People_educated_at_Friends_School_Saffron_Walden
Glen_Morgan	wikicat_Film_directors_from_California
Jim_Varney	wikicat_American_male_comedians
Luchino_Visconti	wikicat_Writers
Keelin_Winters	wikicat_Portland_Pilots_women's_soccer_players
Tiago_Pires	wikicat_Expatriate_footballers_in_Switzerland
FC_Dallas	wikicat_Association_football_clubs_established_in_1995
Leandro_Montera_da_Silva	wikicat_São_Paulo_FC_players
University_of_Birmingham	wikicat_Educational_institutions_established_in_1900
Ismail_Kadare	wikicat_Booker_Prize_winners
Donald_Davidson_(philosopher)	wikicat_Harvard_University_alumni
Montpellier	wikicat_Cities_in_France
Amin_Motevaselzadeh	wikicat_Foolad_FC_players
Leandro_dos_Santos_Branco	wikicat_Association_football_forwards
Kurt_Vonnegut	wikicat_Anarchist_writers
Elliott_Cresson_Medal	wikicat_Invention_awards
Claude_Makélélé	wikicat_French_people
South_African_rand	wikicat_Currencies_of_Africa
Pavlodar_Province	wikicat_Provinces_of_Kazakhstan
Cuiabá	wikicat_Cities_in_Brazil
Tel_Aviv	wikicat_Cities_in_Tel_Aviv_District
Kubilay_Türkyilmaz	wikicat_Swiss_expatriate_footballers
Judith_Butler	wikicat_Feminists
Estonia	wikicat_Member_states_of_the_Union_for_the_Mediterranean
Groen_(political_party)	wikicat_Political_parties_in_Belgium
Wayne_Clarke_(footballer)	wikicat_Everton_F.C._players
Gunnar_Nielsen_(footballer)	wikicat_Motherwell_F.C._players
Jackie_Gallagher_(footballer)	wikicat_Kettering_Town_F.C._players
St_Asaph	wikicat_Populated_places_in_Wales
Marek_Heinz	wikicat_AS_Saint-Étienne_players
Pedro_Almodóvar	wikicat_Castilian-Manchegan_film_directors
Maximilian_I_Joseph_of_Bavaria	wikicat_German_kings
Milan_Purović	wikicat_Montenegro_international_footballers
Maria_Theresa	wikicat_Counts_of_Tyrol
Hayao_Miyazaki	wikicat_Japanese_film_directors
Tristan_Tzara	wikicat_French_pacifists
Joe_Ira_Clark	wikicat_Living_people
Helsinki	wikicat_Port_cities_and_towns_of_the_Baltic_Sea
Peter_Kropotkin	wikicat_Russian_political_writers
José_Carlos_Santos_da_Silva	wikicat_Esporte_Clube_Juventude_players
Stavros_Glouftsis	wikicat_R.A.A._Louviéroise_players
Juan_Manuel_Olivera	wikicat_Uruguayan_expatriates_in_China
Gwen_Stefani	wikicat_Musicians_from_California
Ballymena_United_F.C.	wikicat_Association_football_clubs_in_Northern_Ireland
Club_Libertad	wordnet_club_108227214
Denys_Sokolovskyi	wikicat_FC_Vorskla_Poltava_players
Annaba	wikicat_Populated_places_in_Annaba_Province
Jean-Louis_Borloo	wikicat_French_people_of_Corsican_descent
Gintaras_Staučė	wikicat_Living_people
Luigi_De_Canio	wikicat_S.S.C._Napoli_managers
William_Thomson,_1st_Baron_Kelvin	wikicat_Ordained_peers
Delroy_Facey	wikicat_Tranmere_Rovers_F.C._players
James_Gosling	wikicat_Canadian_computer_programmers
1._FC_Lokomotive_Leipzig	wikicat_Association_football_clubs_established_in_1966
European_Space_Agency	wikicat_Organizations_based_in_Paris
Domažlice_District	wikicat_Districts_of_the_Czech_Republic
Saint_Louis_Athletica	wikicat_Missouri_soccer_clubs
Paris	wikicat_Capitals_in_Europe
Ken_Loach	wikicat_Socialists
Cílio_André_Souza	wikicat_Association_football_forwards
Urbana,_Illinois	wikicat_University_towns_in_the_United_States
Hughes_Medal	wikicat_Physics_awards
Oberlin,_Ohio	wikicat_University_towns_in_the_United_States
Lev_Shestov	wikicat_Jewish_theologians
Diekirch_District	wikicat_Populated_places_established_in_1843
Switzerland	wikicat_Federal_countries
Fabinho_Capixaba	wikicat_Association_football_defenders
Union_for_a_Popular_Movement	wikicat_Liberal_parties
Cleonésio_Carlos_da_Silva	wikicat_Association_football_forwards
Philip_II_of_Spain	wikicat_Dukes_of_Guelders
Thomas_Gill_(footballer)	wikicat_F.C._Copenhagen_players
Taiwan	wikicat_States_and_territories_established_in_1912
Piero_Sraffa	wikicat_Italian_people
Miguel_Ferrer	wikicat_American_people_of_Irish_descent
Miles_Davis	wikicat_Bebop_musicians
Sandnes	wikicat_Port_cities_and_towns_in_Norway
Hanoi	wikicat_Subdivisions_of_Vietnam
Milton_Keynes_Dons_F.C.	wikicat_Football_clubs_in_Buckinghamshire
Darnell_Hinson	wikicat_Northeastern_State_University_alumni
Paraíba	wikicat_States_of_Brazil
Romania	wikicat_Countries_in_Europe
Léo_Inácio	wikicat_Brazilian_footballers
Albania	wikicat_Member_states_of_NATO
Abdoul_Salam_Sow	wikicat_FC_Martigues_players
Roger_Ebert	wikicat_American_journalists
Atlanta	wikicat_County_seats_in_Georgia_(U.S._state)
Mexican_Drug_War	wikicat_Conflicts_in_2014
John_Adams	wikicat_American_revolutionaries
Kristen_Viikmäe	wikicat_Norwegian_Premier_League_players
Edgar_Faure	wikicat_French_essayists
Savio_Nsereko	wikicat_Naturalized_citizens_of_Germany
Audrey_Hepburn	wikicat_British_humanitarians
John_Henry_Newman	wikicat_British_poets
László_Lovász	wikicat_Hungarian_people
Recife	wikicat_Populated_coastal_places_in_Pernambuco
Aberdeen_F.C.	wikicat_Former_Highland_Football_League_teams
Jean_Calvé	wikicat_Le_Mans_FC_players
Cleonésio_Carlos_da_Silva	wikicat_Al-Khor_Sports_Club_players
Michel_Garbini_Pereira	wikicat_Expatriate_soccer_players_in_the_United_States
Arthur_C._Clarke	wikicat_Science_writers
Franz_Carr	wikicat_Newcastle_United_F.C._players
Katherine_Heigl	wikicat_American_Latter_Day_Saints
Santiago_Formoso	wikicat_Major_Indoor_Soccer_League_(1978–92)_players
Amin_Motevaselzadeh	wikicat_Expatriate_footballers_in_Austria
Kangana_Ndiwa	wikicat_Living_people
Juan_Manuel_Olivera	wikicat_Association_football_players
Inter_Milan	wordnet_club_108227214
Viktor_Onopko	wikicat_Soviet_Union_international_footballers
Rivière-du-Loup	wikicat_Cities_and_towns_in_Quebec
Necati_Ateş	wikicat_Eskişehirspor_footballers
Division_No._3,_Alberta	wordnet_administrative_district_108491826
Julio_Cortázar	wikicat_20th-century_French_writers
Vitaliy_Postranskyi	wikicat_SC_Tavriya_Simferopol_players
Winston_Churchill	wikicat_Queen's_Own_Oxfordshire_Hussars_officers
Bănel_Nicoliță	wikicat_Romanian_footballers
John_Charles	wikicat_Commanders_of_the_Order_of_the_British_Empire
Vnukovo_International_Airport	wikicat_Airports_in_Russia
Deluge_(history)	wikicat_Guerrilla_wars
Hormozgan_Province	wordnet_administrative_district_108491826
David_Klein_(footballer)	wikicat_RC_Strasbourg_players
Leo_Sayer	wikicat_British_people
M._S._Swaminathan	wikicat_Indian_politicians
Zygmunt_Bauman	wikicat_British_people_of_Polish_descent
Deerfield,_Illinois	wikicat_Villages_in_Illinois
Dole,_Jura	wordnet_commune_108541609
Émile_Durkheim	wikicat_École_Normale_Supérieure_alumni
Steven_Spielberg	wikicat_Jewish_American_art_collectors
Ken_(musician)	wikicat_Japanese_male_singers
Luc_Nijholt	wikicat_FC_Utrecht_players
Janet_Frame	wikicat_New_Zealand_women_writers
Nordhausen	wikicat_Towns_in_Thuringia
Novo_Mesto	wikicat_Cities_and_towns_in_Lower_Carniola
Robert_Anton_Wilson	wikicat_Libertarian_socialists
Ted_Eck	wikicat_Denver_Thunder_players
Larry_David	wikicat_Actors
Grand_Island,_Nebraska	wikicat_Forts_in_Nebraska
Heidelberg	wikicat_Towns_in_Baden-Württemberg
Lazarus_Fuchs	wikicat_20th-century_mathematicians
Liverpool_F.C.	wikicat_Former_Football_League_clubs
King's_College_London	wikicat_Universities_in_the_United_Kingdom
Jamario_Moon	wikicat_American_expatriate_basketball_people_in_Greece
Patricia_Highsmith	wikicat_Barnard_College_alumni
Casino_Royale_(1967_film)	wikicat_British_films
Sebastián_Grazzini	wikicat_Argentine_expatriate_footballers
Doboj	wordnet_administrative_district_108491826
Anton_Robinson	wikicat_Football_Conference_players
Alexander_Herzen	wikicat_Russian_expatriates
Sanya_Phoenix_International_Airport	wordnet_airport_102692232
Lee_J._Cobb	wikicat_American_actors
Vittorio_Gassman	wikicat_Grand_Officers_of_the_Order_of_Merit_of_the_Italian_Republic
Kieran_McAnespie	wikicat_Scottish_footballers
Europe_Ecology_–_The_Greens	wikicat_Political_parties_established_in_2010
Graeme_Jones	wikicat_The_Football_League_players
Bahía_Blanca	wikicat_Populated_places_in_Buenos_Aires_Province
Calcio_Padova	wikicat_Serie_B_clubs
La_Rioja_Province,_Argentina	wordnet_administrative_district_108491826
George_Santayana	wikicat_19th-century_American_writers
Brooke_Shields	wikicat_People_from_Haworth,_New_Jersey
Rudolf_Peierls	wikicat_People_from_Berlin
Edwin_Gorter	wikicat_People_from_The_Hague
Warri	wikicat_Subdivisions_of_Nigeria
Grand_Rapids_Griffins	wordnet_hockey_team_108080386
Colin_Towns	wikicat_English_keyboardists
Gmina_Środa_Śląska	wordnet_administrative_district_108491826
Mercedes_Lackey	wikicat_American_short_story_writers
Dimitar_Berbatov	wikicat_Bulgarian_expatriate_footballers
Willard_Van_Orman_Quine	wikicat_Logicians
Conwy	wikicat_Walled_towns
Swizz_Beatz	wikicat_American_people_of_Puerto_Rican_descent
Pakistan	wikicat_Pashto-speaking_countries_and_territories
Reena_Roy	wikicat_Indian_film_actresses
Tony_Cottee	wikicat_Millwall_F.C._players
Resistencia,_Chaco	wikicat_Populated_places_in_Chaco_Province
Lynwood,_California	wikicat_Cities_in_Los_Angeles_County,_California
Robert_Anton_Wilson	wikicat_Agnostics
Kieran_McAnespie	wikicat_A.F.C._Bournemouth_players
Javier_Casquero	wikicat_Getafe_CF_footballers
Henri_Camara	wikicat_2002_FIFA_World_Cup_players
Ukraine	wordnet_country_108544813
Albert_King	wikicat_African-American_musicians
Vitaliy_Shevchenko	wikicat_FC_Ural_Sverdlovsk_Oblast_managers
David_Hilbert	wordnet_scientist_110560637
Deportivo_Quito	wikicat_Association_football_clubs_established_in_1955
Joe_Crispin	wikicat_Living_people
Giovanni_Stroppa	wikicat_A.S._Avellino_1912_players
Mamadou_Diallo	wikicat_Süper_Lig_players
Esporte_Clube_Vitória	wordnet_club_108227214
Cincinnati	wikicat_Municipalities_of_the_Cincinnati–Northern_Kentucky_metropolitan_area
Vittorio_Gassman	wikicat_Italian_stage_actors
University_of_California,_Berkeley	wikicat_Educational_institutions_established_in_1868
Gavin_Rossdale	wikicat_English_male_singers
Milan_Purović	wikicat_Kayserispor_footballers
Rob_Lowe	wikicat_Writers_from_Ohio
Fernando_Tissone	wikicat_Udinese_Calcio_players
Glenn_T._Seaborg	wikicat_Fellows_of_the_Committee_for_Skeptical_Inquiry
Swaziland	wikicat_Member_states_of_the_United_Nations
Roger_Ebert	wikicat_People_from_Illinois
Quincy_Jones	wikicat_Jazz_composers
Steve_Kinsey_(footballer)	wikicat_Tacoma_Stars_players
Philip_II_of_Spain	wikicat_16th-century_Spanish_people
Csaba_Csordás	wikicat_Expatriate_footballers_in_Austria
Charles_de_Gaulle	wikicat_French_prisoners_of_war
Billy_Whitehurst	wikicat_South_China_AA_footballers
Andrey_Kolmogorov	wikicat_Logicians
Redcliffe,_Queensland	wikicat_Peninsulas_of_Australia
Dumbarton_F.C.	wikicat_Scottish_Professional_Football_League_teams
Santa_Barbara,_California	wikicat_Cities_in_Santa_Barbara_County,_California
Cinderella_(1950_film)	wikicat_Films_directed_by_Clyde_Geronimi
Kylie_Minogue	wikicat_21st-century_Australian_singers
David_Moyes	wikicat_Celtic_F.C._players
Terry_Gilliam	wikicat_Comedians
Banat	wordnet_country_108544813
Harpo_Marx	wikicat_Actors
Woody_Guthrie	wikicat_Industrial_Workers_of_the_World_members
Volodymyr_Olefir	wikicat_FC_Kryvbas_Kryvyi_Rih_players
Marko_Ćetković	wikicat_Buriram_United_F.C._players
The_Story_of_Alexander_Graham_Bell	wikicat_1939_films
Persian_Gulf	wikicat_Gulfs
Riga	wikicat_Capitals
Paulo_Almeida	wikicat_Brazilian_footballers
Chelmsford	wikicat_Post_towns_in_the_CM_postcode_area
Plymouth_Argyle_F.C.	wikicat_Football_clubs_in_England
Azerbaijan	wikicat_Member_states_of_the_Commonwealth_of_Independent_States
Club_Sol_de_América	wikicat_Football_clubs_in_Paraguay
Matías_Lequi	wikicat_Superleague_Greece_players
Bruno_Versavel	wikicat_AC_Lugano_players
Ívar_Ingimarsson	wikicat_Valur_players
Ben_Sahar	wikicat_Expatriate_footballers_in_Spain
Bengt_Sæternes	wikicat_Belgian_Pro_League_players
Nikola_Nikezić	wikicat_FC_Kuban_Krasnodar_players
Brendan_Markey	wikicat_Athlone_Town_A.F.C._players
Christopher_Hitchens	wikicat_War_correspondents
Josué_Mayard	wikicat_Expatriate_footballers_in_Norway
Peter_Withe	wikicat_English_footballers
Gunnar_Nielsen_(footballer)	wikicat_The_Football_League_players
Quincy_Jones	wikicat_American_male_actors
Paul_Simon	wikicat_Fellows_of_the_American_Academy_of_Arts_and_Sciences
Bavarian_Order_of_Merit	wikicat_German_awards
Mauro_Bressan	wikicat_Genoa_C.F.C._players
Kylie_Minogue	wikicat_Australian_musicians
Esad_Razić	wikicat_Helmond_Sport_players
Gulf_War	wikicat_Wars_involving_Canada
English_language	wikicat_Languages_of_Saint_Lucia
Monaco	wikicat_Countries
Urmuz	wikicat_Romanian_people
Josef_Obajdin	wikicat_SK_Kladno_players
Nils_Petersen	wikicat_SV_Werder_Bremen_players
Debbie_Reynolds	wikicat_American_musical_theatre_actors
Armen_Shahgeldyan	wikicat_FC_Mika_managers
Club_Atlético_de_Madrid	wikicat_Football_clubs_in_Madrid
Strasbourg	wikicat_Former_countries_in_Europe
Adolf_Hitler	wikicat_Presidents_of_Germany
Claudette_Colbert	wikicat_Paramount_Pictures_contract_players
Club_Celaya	wordnet_club_108227214
Charlie_Chaplin	wikicat_British_silent_film_actors
Justin_Fashanu	wikicat_LGBT_people
VfB_Oldenburg	wikicat_Association_football_clubs_established_in_1897
Philip_II_of_Spain	wikicat_Spanish_monarchs
Clifton,_New_Jersey	wikicat_Cities_in_Passaic_County,_New_Jersey
Yngwie_Malmsteen	wikicat_Guitarists
Eudalio_Arriaga	wikicat_Once_Caldas_footballers
Go_Ahead_Eagles	wordnet_club_108227214
Roman_Vorobyov	wikicat_FC_Zenit_Saint_Petersburg_players
Alfred_North_Whitehead	wikicat_English_philosophers
David_Lynch	wikicat_American_comic_strip_cartoonists
Amir_Azmy	wikicat_Egyptian_expatriates_in_Turkey
Sins_(TV_miniseries)	wikicat_1986_television_films
Police_County	wordnet_administrative_district_108491826
Akko	wordnet_municipality_108626283
Cristiano_Zanetti	wikicat_People_from_Carrara
Rob_Edwards_(footballer_born_1982)	wikicat_Living_people
Ewerthon	wikicat_Expatriate_footballers_in_Qatar
Wolverhampton	wikicat_Villages_in_the_West_Midlands_(county)
Socialist_Party_of_Senegal	wikicat_Social_democratic_parties
Gosford_Park	wikicat_English-language_films
Leconte_de_Lisle	wikicat_French_essayists
Thailand_national_football_team	wikicat_Men's_national_sports_teams_of_Thailand
Cristian_Hidalgo	wikicat_Segunda_División_footballers
Rot_Weiss_Ahlen	wikicat_Football_clubs_in_North_Rhine-Westphalia
Kuwait	wikicat_Member_states_of_the_United_Nations
Tel_Aviv	wikicat_Cities_in_Israel
Netherlands_national_under-21_football_team	wordnet_football_team_108080025
Scott_Cannon	wikicat_Harrisburg_Heat_(NPSL)_players
Josef_Obajdin	wikicat_Bundesliga_players
Tarkan_Mustafa	wikicat_Leyton_F.C._players
Kazan_International_Airport	wordnet_airport_102692232
Union_for_French_Democracy	wikicat_Political_parties_of_the_Fifth_Republic
Marcus_Diniz	wikicat_Esporte_Clube_Vitória_players
Hugo_Grotius	wikicat_Dutch_expatriates_in_France
Hussein_Yasser	wikicat_Manchester_City_F.C._players
Pakdasht_County	wikicat_Counties_of_Iran
Fenerbahçe_Men's_Basketball	wordnet_club_108227214
Spirits_of_the_Dead	wikicat_Films_based_on_works_by_Edgar_Allan_Poe
Joe_Crispin	wikicat_Teramo_Basket_players
Barack_Obama	wordnet_officeholder_110371450
Marco_Ambrosio	wikicat_20th-century_Italian_people
Jason_Bateman	wikicat_People_from_Westchester_County,_New_York
William_Thomson,_1st_Baron_Kelvin	wikicat_Barons_in_the_Peerage_of_the_United_Kingdom
Terence_Tao	wikicat_Living_people
Sciences_Po	wordnet_university_108286569
New_Hampshire	wikicat_Northeastern_United_States
Steven_Spielberg	wikicat_Jewish_American_writers
Mel_Charles	wikicat_Cardiff_City_F.C._players
Louis_Saha	wikicat_Guadeloupean_footballers
Vitaliy_Shevchenko	wikicat_Russian_footballers
FK_Baumit_Jablonec	wordnet_club_108227214
Upper_Nile_(state)	wikicat_Subdivisions_of_South_Sudan
Ernst_Mach	wikicat_Philosophers_of_mind
Albert_Einstein	wikicat_American_people_of_Swiss-Jewish_descent
Juan_Manuel_Olivera	wikicat_Expatriate_footballers_in_the_United_Arab_Emirates
Izmir	wikicat_Ancient_Greek_sites_in_Turkey
Clifford_Geertz	wikicat_Ethnologists
Armen_Shahgeldyan	wikicat_People_from_Yerevan
Ricky_Gervais	wikicat_English_television_writers
Logan_Tom	wikicat_American_people_of_Chinese_descent
Rati_Aleksidze	wikicat_People_from_Tbilisi
Steve_Torpey_(footballer,_born_1981)	wikicat_Prescot_Cables_F.C._players
Scarlett_Johansson	wikicat_21st-century_actors
Neil_Gaiman	wikicat_English_journalists
Marko_Pantelić	wikicat_Olympiacos_F.C._players
Le_Havre_AC	wikicat_French_rugby_union_clubs
Antônio_Carlos_Jobim	wikicat_Brazilian_expatriates_in_the_United_States
Valeriu_Andronic	wikicat_FC_Braşov_players
David_Arkenstone	wikicat_Windham_Hill_Records_artists
Judith_Butler	wikicat_Scholars_of_antisemitism
Faustino_Asprilla	wikicat_Premier_League_players
Saint_Lucia	wikicat_States_and_territories_established_in_1979
Lew_Ayres	wikicat_Male_actors_from_Minneapolis,_Minnesota
Germany	wikicat_Countries_in_Europe
Mesa,_Arizona	wikicat_Populated_places_in_the_Sonoran_Desert
Mesquite,_Texas	wikicat_Cities_in_Kaufman_County,_Texas
Grenoble_Foot_38	wordnet_club_108227214
Anthony_Obodai	wikicat_Houston_Dynamo_players
Turin	wordnet_site_108651247
Norwich_City_F.C.	wikicat_Association_football_clubs_established_in_1902
Jersey	wikicat_British_Islands
Paulo_Rink	wikicat_Expatriate_footballers_in_the_Netherlands
Frédéric_Chopin	wikicat_People_from_Masovian_Voivodeship
1._FC_Slovácko	wikicat_Association_football_clubs_established_in_1927
Colorado_Rapids	wordnet_club_108227214
Fort_Lauderdale,_Florida	wikicat_Beaches_of_Florida
Glenavon_F.C.	wikicat_NIFL_Premiership_clubs
Mali_national_football_team	wikicat_National_sports_teams_of_Mali
Pierre_Trudeau	wikicat_Sciences_Po_alumni
George_R._R._Martin	wikicat_American_short_story_writers
Paul_Erdős	wikicat_Guggenheim_Fellows
Northern_Ireland	wikicat_States_and_territories_established_in_1921
Sidney_Sam	wikicat_German_footballers
Corinth	wikicat_Municipalities_of_Peloponnese_(region)
Heybridge_Swifts_F.C.	wikicat_Football_clubs_in_Essex
Jamie_Lee_Curtis	wikicat_American_television_actors
Tim_Burton	wikicat_American_emigrants_to_the_United_Kingdom
